run,trial_index,face,face_onset_psy,face_onset_dev,correct_key,response_key,is_resp_corr,rt_psy,rt_dev
1,1,WSB,10.661846958100796,1102.259838292,red,NaN,0,NaN,NaN
1,2,WNB,12.498947041109204,1104.100810917,red,NaN,0,NaN,NaN
1,3,MNB,14.444327082950622,1106.047541833,green,NaN,0,NaN,NaN
1,4,MFB,16.37903287494555,1107.981209583,green,NaN,0,NaN,NaN
1,5,WSB,18.06091812509112,1109.6641495420001,red,NaN,0,NaN,NaN
1,6,WAA,19.74421454104595,1111.34752625,red,NaN,0,NaN,NaN
1,7,WFA,21.649024832993746,1113.252495167,red,NaN,0,NaN,NaN
1,8,WFB,23.511104500154033,1115.1143630000001,red,NaN,0,NaN,NaN
1,9,MSB,25.06095637497492,1116.663989417,green,NaN,0,NaN,NaN
1,10,MFA,26.82781191612594,1118.431200083,green,NaN,0,NaN,NaN
1,11,WAB,28.695237291045487,1120.297667458,red,NaN,0,NaN,NaN
1,12,WFA,30.294523749966174,1121.900437917,red,NaN,0,NaN,NaN
1,13,MSA,31.94699062500149,1123.5493497920002,green,NaN,0,NaN,NaN
1,14,MHA,33.561185125028715,1125.164748125,green,NaN,0,NaN,NaN
1,15,WAA,35.52796958317049,1127.13073875,red,NaN,0,NaN,NaN
1,16,WHA,37.49457295797765,1129.101303542,red,NaN,0,NaN,NaN
1,17,MAA,39.128045374993235,1130.731274083,green,NaN,0,NaN,NaN
1,18,MAB,40.7961027501151,1132.3978300420001,green,NaN,0,NaN,NaN
1,19,WHB,42.377854583086446,1133.982100125,red,NaN,0,NaN,NaN
1,20,MNB,44.16120929108001,1135.7645347500002,green,NaN,0,NaN,NaN
1,21,WHB,45.911421958124265,1137.514280667,red,NaN,0,NaN,NaN
1,22,MAB,47.79474416607991,1139.397254875,green,NaN,0,NaN,NaN
1,23,MHB,49.47810825007036,1141.081313583,green,NaN,0,NaN,NaN
1,24,WSA,51.378227500012144,1142.9815974580001,red,NaN,0,NaN,NaN
1,25,WNA,52.96142187505029,1144.5646569580001,red,NaN,0,NaN,NaN
1,26,MHA,54.677981791086495,1146.28066325,green,NaN,0,NaN,NaN
1,27,MSA,56.37796316598542,1147.980870375,green,NaN,0,NaN,NaN
1,28,WFB,57.99477225006558,1149.597701917,red,NaN,0,NaN,NaN
1,29,MSB,59.74465658306144,1151.347679125,green,NaN,0,NaN,NaN
1,30,MFB,61.61128520802595,1153.213753917,green,NaN,0,NaN,NaN
1,31,WNA,63.12872875016183,1154.730794125,red,NaN,0,NaN,NaN
1,32,WSA,65.01156558305956,1156.6151165,red,NaN,0,NaN,NaN
1,33,MHB,66.52818162506446,1158.131136958,green,NaN,0,NaN,NaN
1,34,WAB,68.49473887495697,1160.1014601670001,red,NaN,0,NaN,NaN
1,35,WNB,70.46131558297202,1162.064136,red,NaN,0,NaN,NaN
1,36,MNA,71.97802962502465,1163.581418333,green,NaN,0,NaN,NaN
1,37,MFA,73.6612980409991,1165.263896792,green,NaN,0,NaN,NaN
1,38,MAA,75.61155270808376,1167.2185912920002,green,NaN,0,NaN,NaN
1,39,WHA,77.32810766599141,1168.931246583,red,NaN,0,NaN,NaN
1,40,MNA,79.1616005001124,1170.7643989580001,green,NaN,0,NaN,NaN
1,41,MHA,80.71156008308753,1172.315887625,green,NaN,0,NaN,NaN
1,42,MAA,82.71134554105811,1174.314574958,green,NaN,0,NaN,NaN
1,43,WSA,84.4114431659691,1176.014277292,red,NaN,0,NaN,NaN
1,44,MNA,86.19476537499577,1177.798062083,green,NaN,0,NaN,NaN
1,45,WNA,87.81154141598381,1179.414655833,red,NaN,0,NaN,NaN
1,46,WHB,89.64488016604446,1181.247747208,red,NaN,0,NaN,NaN
1,47,WNB,91.64496275014244,1183.248142917,red,NaN,0,NaN,NaN
1,48,MSB,93.37831783294678,1184.981611542,green,NaN,0,NaN,NaN
1,49,MAB,95.278244583169,1186.880715792,green,NaN,0,NaN,NaN
1,50,WSB,97.1626861251425,1188.770146625,red,NaN,0,NaN,NaN
1,51,MNB,98.76144679100253,1190.364963917,green,NaN,0,NaN,NaN
1,52,WSB,100.44478949997574,1192.0484544580002,red,NaN,0,NaN,NaN
1,53,MSA,102.02803870802745,1193.631447667,green,NaN,0,NaN,NaN
1,54,WAA,103.81150179100223,1195.419661208,red,NaN,0,NaN,NaN
1,55,MNA,105.46136812516488,1197.064269708,green,NaN,0,NaN,NaN
