run,trial_index,face,emotion
4,1,WFA,F
4,2,WHB,H
4,3,MHA,H
4,4,WNA,N
4,5,MSA,S
4,6,WSB,S
4,7,MFB,F
4,8,WHB,H
4,9,MNA,N
4,10,MSA,S
4,11,MSB,S
4,12,WHA,H
4,13,MSB,S
4,14,MFA,F
4,15,MAA,A
4,16,MAB,A
4,17,WAB,A
4,18,MNB,N
4,19,WFB,F
4,20,WAA,A
4,21,MAB,A
4,22,WSA,S
4,23,MHB,H
4,24,MHA,H
4,25,MHB,H
4,26,WAA,A
4,27,MNB,N
4,28,WSB,S
4,29,MFA,F
4,30,WAB,A
4,31,MAA,A
4,32,WNB,N
4,33,WFB,F
4,34,WFA,F
4,35,MNA,N
4,36,MFB,F
4,37,WNB,N
4,38,WSA,S
4,39,WHA,H
4,40,WNA,N
4,41,MHB,H
4,42,WNA,N
4,43,WFA,F
4,44,WFB,F
4,45,MFA,F
4,46,MHB,H
4,47,WAB,A
4,48,MSB,S
4,49,WAA,A
4,50,MSB,S
4,51,MFA,F
4,52,WHA,H
4,53,WFB,F
4,54,MHA,H
4,55,WHB,H
4,56,MSA,S
4,57,MAA,A
4,58,WNA,N
4,59,WAB,A
4,60,WNB,N
4,61,WHA,H
4,62,MNA,N
4,63,MFB,F
4,64,MAB,A
4,65,MNB,N
4,66,WHB,H
4,67,MHA,H
4,68,WSB,S
4,69,WSA,S
4,70,MNA,N
4,71,WNB,N
4,72,MAB,A
4,73,WAA,A
4,74,WSA,S
4,75,MSA,S
4,76,MFB,F
4,77,WSB,S
4,78,WFA,F
4,79,MNB,N
4,80,MAA,A
4,81,WSA,S
4,82,WAB,A
4,83,MSA,S
4,84,WHB,H
4,85,MSA,S
4,86,MNB,N
4,87,MNA,N
4,88,WNA,N
4,89,MHB,H
4,90,MSB,S
4,91,MAA,A
4,92,WHA,H
4,93,MFB,F
4,94,MNA,N
4,95,WNB,N
4,96,WFB,F
4,97,MFB,F
4,98,MHA,H
4,99,WFA,F
4,100,WAB,A
4,101,WHB,H
4,102,MNB,N
4,103,WSB,S
4,104,WNA,N
4,105,WSB,S
4,106,MHA,H
4,107,WAA,A
4,108,WSA,S
4,109,MFA,F
4,110,WHA,H
4,111,MSB,S
4,112,MAB,A
4,113,WFB,F
4,114,MFA,F
4,115,MAA,A
4,116,WNB,N
4,117,MAB,A
4,118,MHB,H
4,119,WAA,A
4,120,WFA,F
4,121,WHB,H
4,122,WAB,A
4,123,MAA,A
4,124,MHA,H
4,125,WSB,S
4,126,MAA,A
4,127,WFA,F
4,128,WSA,S
4,129,WAA,A
4,130,WHA,H
4,131,MSA,S
4,132,MNA,N
4,133,MHA,H
4,134,MSA,S
4,135,WFB,F
4,136,WNA,N
4,137,MFB,F
4,138,MNB,N
4,139,WFA,F
4,140,WSA,S
4,141,WNB,N
4,142,MSB,S
4,143,WNB,N
4,144,MSB,S
4,145,MHB,H
4,146,MFA,F
4,147,WHA,H
4,148,MNB,N
4,149,MAB,A
4,150,WAA,A
4,151,WFB,F
4,152,WHB,H
4,153,MFB,F
4,154,MFA,F
4,155,MAB,A
4,156,WSB,S
4,157,MNA,N
4,158,WAB,A
4,159,WNA,N
4,160,MHB,H
4,161,MSA,S
4,162,MNB,N
4,163,MFA,F
4,164,WSA,S
4,165,WAB,A
4,166,MSB,S
4,167,WHA,H
4,168,WNA,N
4,169,MFB,F
4,170,MNA,N
4,171,WSA,S
4,172,WAB,A
4,173,MHA,H
4,174,WHB,H
4,175,WNB,N
4,176,MAB,A
4,177,WNA,N
4,178,MFA,F
4,179,MNA,N
4,180,WHA,H
4,181,WHB,H
4,182,MFB,F
4,183,WFA,F
4,184,WFB,F
4,185,MSB,S
4,186,MAA,A
4,187,MHA,H
4,188,MHB,H
4,189,WNB,N
4,190,WAA,A
4,191,WFA,F
4,192,WSB,S
4,193,MAA,A
4,194,MSA,S
4,195,WSB,S
4,196,WFB,F
4,197,MHB,H
4,198,MAB,A
4,199,MNB,N
4,200,WAA,A
