run,trial_index,face,emotion
1,1,WSB,S
1,2,MNB,N
1,3,MFB,F
1,4,WAB,A
1,5,WFB,F
1,6,MAB,A
1,7,WNB,N
1,8,MSA,S
1,9,WHA,H
1,10,MAA,A
1,11,WNA,N
1,12,WAA,A
1,13,MFA,F
1,14,MAB,A
1,15,MFA,F
1,16,MAA,A
1,17,WHB,H
1,18,WSA,S
1,19,MHA,H
1,20,MHB,H
1,21,WSB,S
1,22,MNA,N
1,23,MFB,F
1,24,WFA,F
1,25,WNA,N
1,26,MSB,S
1,27,WNB,N
1,28,WFA,F
1,29,WHA,H
1,30,MHA,H
1,31,MNA,N
1,32,WHB,H
1,33,MSB,S
1,34,WSA,S
1,35,MSA,S
1,36,WFB,F
1,37,WAA,A
1,38,WAB,A
1,39,MHB,H
1,40,MNB,N
1,41,WSA,S
1,42,MFA,F
1,43,MAB,A
1,44,WSB,S
1,45,WHB,H
1,46,MSA,S
1,47,WNA,N
1,48,WSB,S
1,49,WFB,F
1,50,MAB,A
1,51,MFB,F
1,52,WFB,F
1,53,WHA,H
1,54,MSA,S
1,55,MNB,N
1,56,MSB,S
1,57,MNA,N
1,58,WFA,F
1,59,WAB,A
1,60,WHA,H
1,61,MNA,N
1,62,WSA,S
1,63,WNA,N
1,64,MFA,F
1,65,WNB,N
1,66,MSB,S
1,67,MAA,A
1,68,WAB,A
1,69,MFB,F
1,70,WHB,H
1,71,MNB,N
1,72,WAA,A
1,73,MAA,A
1,74,MHB,H
1,75,WNB,N
1,76,WAA,A
1,77,WFA,F
1,78,MHA,H
1,79,MHB,H
1,80,MHA,H
1,81,WNB,N
1,82,WHA,H
1,83,MHB,H
1,84,WSB,S
1,85,MSB,S
1,86,MFB,F
1,87,WSB,S
1,88,MHA,H
1,89,MAA,A
1,90,MFA,F
1,91,MSB,S
1,92,WFA,F
1,93,MFB,F
1,94,WHB,H
1,95,MSA,S
1,96,MHB,H
1,97,MFA,F
1,98,WFB,F
1,99,WNA,N
1,100,WAA,A
1,101,MNA,N
1,102,WAA,A
1,103,WHB,H
1,104,WHA,H
1,105,MHA,H
1,106,MAB,A
1,107,WFA,F
1,108,MNB,N
1,109,WFB,F
1,110,WSA,S
1,111,MAA,A
1,112,MAB,A
1,113,WAB,A
1,114,MSA,S
1,115,MNB,N
1,116,MNA,N
1,117,WNB,N
1,118,WAB,A
1,119,WSA,S
1,120,WNA,N
1,121,MAB,A
1,122,WSB,S
1,123,MHB,H
1,124,WSA,S
1,125,WFA,F
1,126,WSA,S
1,127,WAB,A
1,128,MHA,H
1,129,MAA,A
1,130,MHA,H
1,131,MHB,H
1,132,WHB,H
1,133,MSA,S
1,134,WFB,F
1,135,MSB,S
1,136,WAA,A
1,137,MNA,N
1,138,WHA,H
1,139,WFB,F
1,140,WAB,A
1,141,WNA,N
1,142,MFA,F
1,143,MFB,F
1,144,WNA,N
1,145,WSB,S
1,146,WHB,H
1,147,MFA,F
1,148,MSB,S
1,149,MNA,N
1,150,WNB,N
1,151,MFB,F
1,152,MAB,A
1,153,MAA,A
1,154,WNB,N
1,155,WHA,H
1,156,MNB,N
1,157,MSA,S
1,158,WAA,A
1,159,MNB,N
1,160,WFA,F
1,161,WSB,S
1,162,WSA,S
1,163,MHB,H
1,164,MSB,S
1,165,WAB,A
1,166,MSA,S
1,167,WSB,S
1,168,MFB,F
1,169,WNB,N
1,170,WHA,H
1,171,MAB,A
1,172,MNA,N
1,173,WFB,F
1,174,WAA,A
1,175,WHB,H
1,176,MFA,F
1,177,WNB,N
1,178,MSB,S
1,179,MFA,F
1,180,WSA,S
1,181,WFA,F
1,182,WHB,H
1,183,WFB,F
1,184,MHA,H
1,185,MAA,A
1,186,MHB,H
1,187,MFB,F
1,188,WFA,F
1,189,WHA,H
1,190,MNA,N
1,191,MSA,S
1,192,MNB,N
1,193,MAA,A
1,194,WAB,A
1,195,MAB,A
1,196,WNA,N
1,197,MHA,H
1,198,WAA,A
1,199,MNB,N
1,200,WNA,N
