run,trial_index,face,emotion
2,1,WNA,N
2,2,MFB,F
2,3,MAA,A
2,4,WHB,H
2,5,MSB,S
2,6,MHB,H
2,7,WHA,H
2,8,WAA,A
2,9,WSB,S
2,10,MFA,F
2,11,MAB,A
2,12,WNB,N
2,13,WHA,H
2,14,MNA,N
2,15,WSA,S
2,16,MAB,A
2,17,WAA,A
2,18,MFA,F
2,19,WSA,S
2,20,MHB,H
2,21,MNB,N
2,22,MSA,S
2,23,MSB,S
2,24,WAB,A
2,25,WFA,F
2,26,WNB,N
2,27,MNB,N
2,28,WFB,F
2,29,WNA,N
2,30,MSA,S
2,31,MHA,H
2,32,MNA,N
2,33,WAB,A
2,34,WHB,H
2,35,MFB,F
2,36,WFA,F
2,37,WFB,F
2,38,WSB,S
2,39,MHA,H
2,40,MAA,A
2,41,WHA,H
2,42,MAB,A
2,43,WAA,A
2,44,MAA,A
2,45,MFA,F
2,46,WNB,N
2,47,WFA,F
2,48,MAB,A
2,49,MHA,H
2,50,WSA,S
2,51,WAA,A
2,52,MSB,S
2,53,MHB,H
2,54,MSB,S
2,55,WSA,S
2,56,MNA,N
2,57,WSB,S
2,58,WAB,A
2,59,WHB,H
2,60,MFB,F
2,61,WFB,F
2,62,WAB,A
2,63,MNA,N
2,64,WFA,F
2,65,WNA,N
2,66,MHB,H
2,67,MFB,F
2,68,MNB,N
2,69,WHA,H
2,70,WHB,H
2,71,WNB,N
2,72,MSA,S
2,73,WFB,F
2,74,MAA,A
2,75,MSA,S
2,76,MNB,N
2,77,WNA,N
2,78,WSB,S
2,79,MHA,H
2,80,MFA,F
2,81,MHA,H
2,82,MSB,S
2,83,WHB,H
2,84,WAB,A
2,85,MAB,A
2,86,WHB,H
2,87,WAA,A
2,88,MHB,H
2,89,WSA,S
2,90,WNA,N
2,91,MFB,F
2,92,WAA,A
2,93,WFB,F
2,94,MHA,H
2,95,WNA,N
2,96,MNA,N
2,97,WHA,H
2,98,MNB,N
2,99,WHA,H
2,100,WFB,F
2,101,MNB,N
2,102,WSA,S
2,103,MHB,H
2,104,WSB,S
2,105,MFA,F
2,106,WNB,N
2,107,WFA,F
2,108,MAB,A
2,109,MSA,S
2,110,WFA,F
2,111,MSA,S
2,112,MFB,F
2,113,MNA,N
2,114,MAA,A
2,115,WSB,S
2,116,MSB,S
2,117,WAB,A
2,118,MFA,F
2,119,MAA,A
2,120,WNB,N
2,121,WSA,S
2,122,MFB,F
2,123,MHA,H
2,124,MNB,N
2,125,WSB,S
2,126,WAB,A
2,127,MAB,A
2,128,MNB,N
2,129,WSB,S
2,130,WHA,H
2,131,MFA,F
2,132,MNA,N
2,133,WHB,H
2,134,WHA,H
2,135,WFA,F
2,136,WAA,A
2,137,MFB,F
2,138,WNA,N
2,139,WHB,H
2,140,MHB,H
2,141,MSB,S
2,142,MAA,A
2,143,WFA,F
2,144,WNA,N
2,145,MAB,A
2,146,MNA,N
2,147,MSB,S
2,148,WNB,N
2,149,WSA,S
2,150,MFA,F
2,151,MAA,A
2,152,MHB,H
2,153,WAA,A
2,154,MSA,S
2,155,WNB,N
2,156,WFB,F
2,157,WAB,A
2,158,WFB,F
2,159,MSA,S
2,160,MHA,H
2,161,MAA,A
2,162,WAB,A
2,163,WHA,H
2,164,WSB,S
2,165,MAB,A
2,166,WHB,H
2,167,WNA,N
2,168,MFA,F
2,169,MNB,N
2,170,MHA,H
2,171,WAB,A
2,172,WHB,H
2,173,WNB,N
2,174,MAA,A
2,175,MFB,F
2,176,WSA,S
2,177,MNB,N
2,178,WNB,N
2,179,WFA,F
2,180,MSA,S
2,181,MFA,F
2,182,WHA,H
2,183,WAA,A
2,184,WNA,N
2,185,WSB,S
2,186,MNA,N
2,187,WSA,S
2,188,WFB,F
2,189,MSA,S
2,190,MFB,F
2,191,MSB,S
2,192,MNA,N
2,193,WFB,F
2,194,MHA,H
2,195,MHB,H
2,196,WAA,A
2,197,MSB,S
2,198,WFA,F
2,199,MAB,A
2,200,MHB,H
