run,trial_index,face,emotion
3,1,WHA,H
3,2,MAA,A
3,3,MNA,N
3,4,WAA,A
3,5,WNB,N
3,6,MSB,S
3,7,WSB,S
3,8,WFA,F
3,9,MHB,H
3,10,MFB,F
3,11,MAB,A
3,12,MNB,N
3,13,WFA,F
3,14,MNA,N
3,15,WHA,H
3,16,WNB,N
3,17,MSA,S
3,18,MFA,F
3,19,MHA,H
3,20,WNA,N
3,21,WHB,H
3,22,WAB,A
3,23,MFB,F
3,24,WSA,S
3,25,WFB,F
3,26,MAA,A
3,27,WSA,S
3,28,WAB,A
3,29,MAB,A
3,30,WHB,H
3,31,MSB,S
3,32,MHA,H
3,33,MFA,F
3,34,WAA,A
3,35,MHB,H
3,36,MNB,N
3,37,WNA,N
3,38,WSB,S
3,39,WFB,F
3,40,MSA,S
3,41,WHB,H
3,42,MAA,A
3,43,MNA,N
3,44,WSB,S
3,45,WFB,F
3,46,MHB,H
3,47,WFB,F
3,48,MFA,F
3,49,WNB,N
3,50,MAB,A
3,51,WFA,F
3,52,WNA,N
3,53,WAB,A
3,54,MHA,H
3,55,MSB,S
3,56,WHA,H
3,57,WAA,A
3,58,WHB,H
3,59,WAB,A
3,60,MHB,H
3,61,WNA,N
3,62,MNB,N
3,63,WHA,H
3,64,WNB,N
3,65,MFB,F
3,66,MAB,A
3,67,WFA,F
3,68,MNA,N
3,69,WSA,S
3,70,MSB,S
3,71,WAA,A
3,72,MSA,S
3,73,MHA,H
3,74,MNB,N
3,75,MAA,A
3,76,WSB,S
3,77,MSA,S
3,78,MFA,F
3,79,MFB,F
3,80,WSA,S
3,81,WNA,N
3,82,MAA,A
3,83,WSB,S
3,84,MFA,F
3,85,MSA,S
3,86,WHB,H
3,87,MAB,A
3,88,MSB,S
3,89,WHA,H
3,90,WFA,F
3,91,WHA,H
3,92,WAA,A
3,93,MHB,H
3,94,MNA,N
3,95,MSB,S
3,96,WAB,A
3,97,MSA,S
3,98,WSA,S
3,99,WAB,A
3,100,WNB,N
3,101,MFA,F
3,102,WSB,S
3,103,MFB,F
3,104,MNB,N
3,105,WNA,N
3,106,WFB,F
3,107,MHA,H
3,108,WAA,A
3,109,MAA,A
3,110,WSA,S
3,111,MHA,H
3,112,MNB,N
3,113,MHB,H
3,114,WHB,H
3,115,MAB,A
3,116,WNB,N
3,117,WFB,F
3,118,MNA,N
3,119,MFB,F
3,120,WFA,F
3,121,WAB,A
3,122,MNB,N
3,123,MFB,F
3,124,MAA,A
3,125,WHA,H
3,126,MHB,H
3,127,WNA,N
3,128,WSB,S
3,129,MAB,A
3,130,WAB,A
3,131,WSB,S
3,132,MHB,H
3,133,MHA,H
3,134,MNA,N
3,135,MAB,A
3,136,WFA,F
3,137,WNB,N
3,138,WSA,S
3,139,MFA,F
3,140,WFB,F
3,141,WHB,H
3,142,WNB,N
3,143,MSA,S
3,144,WFA,F
3,145,WHA,H
3,146,WNA,N
3,147,MSB,S
3,148,MFB,F
3,149,WFB,F
3,150,MSA,S
3,151,MFA,F
3,152,WAA,A
3,153,WSA,S
3,154,WAA,A
3,155,MNB,N
3,156,WHB,H
3,157,MAA,A
3,158,MHA,H
3,159,MNA,N
3,160,MSB,S
3,161,WSA,S
3,162,MNB,N
3,163,MNA,N
3,164,WNB,N
3,165,WAB,A
3,166,WFA,F
3,167,WHA,H
3,168,MHA,H
3,169,MFA,F
3,170,WHA,H
3,171,WNA,N
3,172,MAA,A
3,173,WAA,A
3,174,MHA,H
3,175,WFB,F
3,176,WSA,S
3,177,MAB,A
3,178,MSB,S
3,179,MSA,S
3,180,MNB,N
3,181,WNB,N
3,182,MNA,N
3,183,WFA,F
3,184,WNA,N
3,185,WSB,S
3,186,WAB,A
3,187,MFA,F
3,188,MSA,S
3,189,MAB,A
3,190,MHB,H
3,191,WAA,A
3,192,MHB,H
3,193,WFB,F
3,194,WHB,H
3,195,MFB,F
3,196,MAA,A
3,197,WSB,S
3,198,WHB,H
3,199,MSB,S
3,200,MFB,F
