run,trial_index,face,emotion
1,1,MAA,A
1,2,MNB,N
1,3,WSA,S
1,4,WAA,A
1,5,WNB,N
1,6,WFA,F
1,7,MAB,A
1,8,MFA,F
1,9,WSA,S
1,10,WAA,A
1,11,MSB,S
1,12,WNA,N
1,13,WHB,H
1,14,MSA,S
1,15,WHA,H
1,16,MFA,F
1,17,MNA,N
1,18,WAB,A
1,19,WSB,S
1,20,WFB,F
1,21,MAA,A
1,22,MFB,F
1,23,MHB,H
1,24,WAB,A
1,25,MNA,N
1,26,WSB,S
1,27,WFA,F
1,28,WNA,N
1,29,WHB,H
1,30,MSB,S
1,31,MHA,H
1,32,WNB,N
1,33,MHB,H
1,34,MSA,S
1,35,MHA,H
1,36,MAB,A
1,37,WHA,H
1,38,MFB,F
1,39,WFB,F
1,40,MNB,N
1,41,MHB,H
1,42,MFB,F
1,43,MFA,F
1,44,WFB,F
1,45,WNB,N
1,46,MAB,A
1,47,MSA,S
1,48,MNB,N
1,49,MFA,F
1,50,WSA,S
1,51,MNA,N
1,52,MAB,A
1,53,WAA,A
1,54,MAA,A
1,55,WHB,H
1,56,MHA,H
1,57,WFB,F
1,58,WNA,N
1,59,WHB,H
1,60,MFB,F
1,61,WSA,S
1,62,WFA,F
1,63,WSB,S
1,64,MHA,H
1,65,MAA,A
1,66,WSB,S
1,67,MSA,S
1,68,WHA,H
1,69,WAB,A
1,70,MSB,S
1,71,WNA,N
1,72,WFA,F
1,73,WAA,A
1,74,WAB,A
1,75,MSB,S
1,76,MHB,H
1,77,WNB,N
1,78,WHA,H
1,79,MNA,N
1,80,MNB,N
1,81,WFB,F
1,82,WSB,S
1,83,MHB,H
1,84,MFA,F
1,85,WNA,N
1,86,WSB,S
1,87,WSA,S
1,88,MNB,N
1,89,WHB,H
1,90,WFA,F
1,91,WAB,A
1,92,WNA,N
1,93,MSA,S
1,94,MSB,S
1,95,WNB,N
1,96,WHA,H
1,97,MNA,N
1,98,MHA,H
1,99,MFB,F
1,100,WHA,H
1,101,MAA,A
1,102,WHB,H
1,103,MAB,A
1,104,MNA,N
1,105,MAA,A
1,106,MAB,A
1,107,WNB,N
1,108,MFA,F
1,109,WSA,S
1,110,MHB,H
1,111,MSA,S
1,112,WFB,F
1,113,MNB,N
1,114,WAB,A
1,115,MSB,S
1,116,WAA,A
1,117,WFA,F
1,118,MFB,F
1,119,MHA,H
1,120,WAA,A
1,121,MFA,F
1,122,MSB,S
1,123,WAB,A
1,124,MNB,N
1,125,WSA,S
1,126,MFA,F
1,127,WNB,N
1,128,WHB,H
1,129,WNA,N
1,130,MSA,S
1,131,MNB,N
1,132,MFB,F
1,133,WSA,S
1,134,WSB,S
1,135,MHA,H
1,136,MSB,S
1,137,WNA,N
1,138,WFB,F
1,139,MNA,N
1,140,MAA,A
1,141,WNB,N
1,142,MSA,S
1,143,MNA,N
1,144,MHB,H
1,145,WFA,F
1,146,MFB,F
1,147,WAB,A
1,148,WAA,A
1,149,WHA,H
1,150,MAB,A
1,151,WHB,H
1,152,WSB,S
1,153,WAA,A
1,154,WFB,F
1,155,MAA,A
1,156,WFA,F
1,157,MHA,H
1,158,MAB,A
1,159,MHB,H
1,160,WHA,H
1,161,WFB,F
1,162,MAB,A
1,163,MFB,F
1,164,MHB,H
1,165,WSA,S
1,166,MFB,F
1,167,MNA,N
1,168,WNA,N
1,169,MSA,S
1,170,WSB,S
1,171,WAA,A
1,172,WFB,F
1,173,MNB,N
1,174,MSB,S
1,175,WHA,H
1,176,MHB,H
1,177,WHA,H
1,178,WFA,F
1,179,WAA,A
1,180,WSB,S
1,181,MNA,N
1,182,WHB,H
1,183,WNA,N
1,184,WSA,S
1,185,MAA,A
1,186,WNB,N
1,187,MSB,S
1,188,WHB,H
1,189,WAB,A
1,190,MAB,A
1,191,MFA,F
1,192,MAA,A
1,193,WNB,N
1,194,MHA,H
1,195,MSA,S
1,196,WAB,A
1,197,WFA,F
1,198,MFA,F
1,199,MNB,N
1,200,MHA,H
